suburb,postcode,type,elevation,population,median_income,sqkm,lat,lng,Dist_CBD,Dist_Geelong,Dist_Ballarat
Trawool,3660,Rural locality,159,108,24544,41.312,-37.13077,145.24061,79.82404766625424,137.816681236669,132.10629154068985
Wallan,3756,Urban locality,363,11074,36920,69.61,-37.40701,144.961,45.25556609689688,98.53406982835244,99.72770848069696
Broadford,3658,Urban locality,216,4319,31148,110.152,-37.21136,145.05619,67.5127212610008,121.47214912552909,113.63876485150844
Heathcote Junction,3758,Urban locality,370,839,36036,10.834,-37.38133,145.04363,48.63230354348232,104.98975429501408,107.42936468931538
Wandong,3758,Urban locality,343,1340,36036,33.872,-37.35628,145.02391,51.17834694864663,106.2994639267936,106.29793596913338
Kilmore,3764,Urban locality,368,7958,31044,57.947,-37.29851,144.959,57.320957213987086,108.78108693621506,102.38738604388465
Sunday Creek,3658,Rural locality,268,309,32344,9.92,-37.25573,145.0432,62.47828212887496,116.64889701962444,110.92469713691942
Willowmavin,3764,Rural locality,367,216,38376,57.345,-37.24914,144.87437,63.29391753604745,110.28369335206412,97.09794995080806
Forbes,3764,Rural locality,370,126,40560,34.744,-37.31432,144.88899,55.94350290836375,104.31383317087028,95.95171030756391
Kilmore East,3764,Rural locality,338,417,39676,55.023,-37.27347,145.01217,60.26032396680314,113.54405230152926,107.70547260869668
Reedy Creek,3658,Rural locality,371,166,29900,38.579,-37.24027,145.15607,66.02866656459926,123.5415670255869,120.96137057806092
Clonbinane,3658,Rural locality,565,330,28444,259.0,-37.36773,145.14833,52.24060564962162,111.76522711140775,116.79959852673912
Upper Plenty,3756,Rural locality,330,335,32240,31.392,-37.41508,145.0599,45.17154386556408,102.81088992512494,108.19134444153067
Waterford Park,3658,Urban locality,259,193,36712,0.19,-37.30045,145.0664,57.82697793964473,113.54943873732444,111.45276841686363
Tyaak,3658,Rural locality,321,73,26520,12.016,-37.21919,145.13784,67.91364622258823,124.57391644532127,120.15913595526816
Yarrawonga,3730,Urban locality,130,7930,26780,94.999,-36.03087,146.00796,218.9516737315213,277.74724729961764,256.7911423077168
Tungamah,3728,Urban locality,125,408,24492,190.149,-36.16164,145.88604,201.19169295642493,259.6310286045597,238.93978503260155
Burramine,3730,Rural locality,120,197,34060,108.215,-36.01121,145.88305,216.50415747048424,273.9498129142061,250.0881148832424
Wilby,3728,Rural locality,158,166,26728,110.419,-36.14769,146.05803,209.25994952880524,269.2236068913917,251.72849408797208
Bundalong,3730,Urban locality,135,428,32708,66.469,-36.05119,146.13165,221.8315896371586,281.8212101037685,263.675640248957
St James,3727,Rural locality,135,132,22152,80.566,-36.25733,145.88344,191.40347259108933,250.46136766288143,231.88402736128904
Telford,3730,Rural locality,139,24,35360,38.344,-36.10201,145.95423,209.7476668550167,268.47915977450504,247.9177415288038
Yabba North,3646,Rural locality,125,101,23088,63.786,-36.23079,145.68595,187.3777622854526,244.01416380855284,220.4452697654844
Burramine South,3730,Rural locality,124,24,38792,47.521,-36.07,145.86368,209.7911921623989,267.4022057158199,244.30996665460776
Yarrawonga South,3730,Rural locality,129,15,55224,33.893,-36.0845,146.02563,214.2397577922838,273.5263734233016,254.02748665290008
Pelluebla,3727,Rural locality,138,33,28600,36.881,-36.1993,145.98123,201.02312244914867,260.6357707031312,242.7592013078479
Boosey,3730,Rural locality,118,105,26364,46.877,-36.041,145.78788,210.3392218557181,266.9333239777368,241.66492868604468
Esmond,3730,Rural locality,138,9,28912,9.53,-36.06227,146.18412,222.97189929577996,283.43875138836665,266.51050053191585
Bundalong South,3730,Rural locality,138,51,32656,31.271,-36.10254,146.17396,218.61143152657456,279.236067623496,262.97907915236897
Peechelba,3678,Rural locality,146,184,34372,79.285,-36.16798,146.19158,213.08112891535828,274.221347892238,259.7423542062797
Yundool,3727,Rural locality,138,44,44200,31.64,-36.27612,145.81828,187.0921857064868,245.59711708219317,226.04865055902087
Invergordon,3636,Rural locality,113,610,32604,107.612,-36.14919,145.57818,193.0134671551132,247.67470870206847,219.87744699893668
Youanmite,3646,Rural locality,117,59,27924,71.749,-36.164,145.69909,194.7696517470138,251.1115666433537,226.39511308251087
Youarang,3728,Rural locality,120,39,29900,43.773,-36.14917,145.7634,198.30108636222948,255.3152472970715,231.7164879728005
Katamatite East,3649,Rural locality,116,35,27924,35.443,-36.04456,145.75459,208.9529792481023,265.1849801522191,239.273569762036
Katamatite,3649,Rural locality,115,401,25740,126.649,-36.06847,145.69674,204.75323501294304,260.4406089313559,233.7345941714364
Cobram East,3644,Rural locality,131,242,32916,41.746,-35.96564,145.74576,216.99464062901168,272.635640510972,245.05232293184196
Bathumi,3730,Rural locality,129,62,35464,8.842,-36.02512,146.08516,222.52251726468728,281.9700918361419,262.4002886632902
Boomahnoomoonah,3728,Rural locality,141,22,48828,31.928,-36.12417,146.09911,213.2881492129461,273.4507608397419,256.2399918084117
Almonds,3727,Rural locality,206,26,19916,31.572,-36.23227,146.072,201.5571707092901,262.1690851660292,246.87579468767836
Boweya North,3675,Rural locality,213,43,40768,24.514,-36.22715,146.10607,203.5464784742878,264.39907526657925,249.65256370708363
Lake Rowan,3727,Rural locality,147,66,29900,65.991,-36.26293,145.98125,194.71323323404195,254.7448531862592,238.35019120339845
Waggarandall,3646,Rural locality,134,40,24492,63.638,-36.24909,145.77854,188.46585603542147,246.3384265006469,225.2794598728009
Yabba South,3646,Rural locality,129,27,29900,36.621,-36.28071,145.6816,182.02965150298004,238.96549092189957,216.42915387091185
Cobram,3644,Urban locality,110,6014,25844,81.042,-35.92335,145.63872,218.65335722264223,272.7305782661621,242.11918921961689
Wunghnu,3635,Urban locality,107,334,27820,53.802,-36.16527,145.41517,187.67676379929912,240.02674127980137,208.63471833900712
Strathmerton,3641,Urban locality,110,1052,30368,178.906,-35.9077,145.44076,216.1893825814601,267.46742902228783,232.25900862910868
Numurkah,3636,Urban locality,107,4477,26728,192.51,-36.08119,145.43854,197.2584992392683,249.46374078446976,217.07911055819895
Katunga,3640,Rural locality,110,996,29068,163.882,-35.99413,145.48166,207.5476072513746,259.89138112963246,226.9975894410761
Nathalia,3638,Urban locality,100,1880,28392,189.755,-36.06056,145.19019,196.01619976855844,243.98666255849395,205.2205730791814
Barmah,3639,Rural locality,107,282,22360,144.76,-35.95003,144.97837,207.2685145283783,250.8990733701993,205.49888485836937
Ulupna,3641,Rural locality,113,23,23400,18.909,-35.8335,145.45181,224.4772563629108,275.5379988199007,239.4692564576228
Koonoomoo,3644,Rural locality,121,296,25688,47.424,-35.85053,145.57507,225.0193510007504,277.8634411481119,244.70434054551689
Lower Moira,3639,Rural locality,96,25,39624,75.289,-36.08891,144.93081,191.84257780326485,234.89553567855407,189.95798281733812
Yarroweyah,3644,Rural locality,108,548,27560,59.566,-35.94172,145.58002,215.2987408334565,268.714378046428,237.1382448897049
Waaia,3637,Rural locality,106,390,32396,72.664,-36.05084,145.31538,198.5399650002426,248.61795939419972,212.7615288775148
Picola,3639,Rural locality,97,207,25584,250.405,-35.96055,145.10089,206.45868531662632,252.40692281345196,210.06779657767788
Picola West,3639,Rural locality,98,9,27924,29.955,-35.9592,145.04839,206.38408737834203,251.36323098559555,207.7493855202874
Yielima,3638,Rural locality,101,87,25688,129.053,-35.90588,145.18108,213.05830009775897,260.2087948063678,219.05410335006724
Kotupna,3638,Rural locality,103,105,28444,126.832,-36.13377,145.11548,187.3233424729344,234.2340860287452,194.7001995694536
Yalca,3637,Rural locality,107,206,28912,158.558,-35.91443,145.29087,213.2264881504221,262.234241660693,223.7287305353527
Kaarimba,3635,Rural locality,103,85,39312,94.844,-36.13945,145.27545,188.25832535559135,238.1321504782385,202.78329426892347
Mundoona,3635,Rural locality,105,119,37284,32.797,-36.14918,145.35906,188.43211147634025,239.77830808010543,206.6965542603719
Bearii,3641,Rural locality,106,145,20228,29.485,-35.88351,145.34703,217.3627990383732,267.11103791206824,229.44357662801409
Mywee,3641,Rural locality,107,14,58500,25.78,-35.83868,145.50682,224.9143208310528,276.7738325772432,241.97081592044967
Drumanure,3636,Rural locality,106,41,26936,21.511,-36.16497,145.48614,189.15791619863623,242.59876775752068,212.9308217981961
Naring,3636,Rural locality,112,120,33332,72.05,-36.05908,145.58168,202.7359447423924,256.8716778058315,227.41078668845304
Muckatah,3644,Rural locality,114,213,28080,35.258,-36.00517,145.64555,210.0862669356285,264.7350540681114,235.7096386624438
Chadstone,3148,Major Urban locality,81,8641,33176,3.12,-37.88301,145.09996,14.26526382878958,72.09480121183914,115.83653231987984
Oakleigh East,3166,Major Urban locality,86,6444,31304,2.058,-37.90597,145.11381,16.729307821942125,72.19477356637819,117.78599411957158
Hughesdale,3166,Major Urban locality,56,7556,36348,2.01,-37.89833,145.0812,13.986336296672714,69.89506965566876,114.80340766333605
Clayton,3168,Major Urban locality,87,19358,17160,7.821,-37.91526,145.12899,18.41471081938115,73.04911680858616,119.37915458077352
Huntingdale,3166,Major Urban locality,80,1862,35152,0.798,-37.90675,145.1086,16.423992138836805,71.73902970738604,117.38077177364774
Oakleigh,3166,Major Urban locality,74,7893,34216,3.477,-37.89968,145.09602,15.071490067123197,71.02699719828489,116.08358540729924
Mulgrave,3170,Major Urban locality,86,19368,31668,10.719,-37.92029,145.17259,21.86722753699681,76.43674353151034,123.18115843321216
Wheelers Hill,3150,Major Urban locality,121,19753,32448,10.439,-37.90733,145.18438,22.03196861852404,77.90415236787028,123.71563796617724
Glen Waverley,3150,Major Urban locality,121,40327,29172,16.84,-37.88232,145.17162,19.83048331039547,77.88793749877685,121.82373651085132
Mount Waverley,3149,Major Urban locality,121,33611,33592,15.185,-37.87838,145.12845,16.195581613255136,74.5852146691278,118.07035452990128
Ashwood,3147,Major Urban locality,50,6886,33800,2.545,-37.86571,145.10239,13.523598876850649,73.10690268092719,115.4727685153579
Notting Hill,3168,Major Urban locality,102,3050,25168,1.59,-37.90532,145.14058,18.605146049846,74.39950063322551,119.99146441564864
Burwood,3125,Major Urban locality,64,15019,23192,6.083,-37.84873,145.11361,13.779374879751284,74.82749073316812,115.8931362671127
Travancore,3032,Major Urban locality,27,2480,39052,0.418,-37.78203,144.93509,4.318676671090795,65.6115931782187,98.83185487821892
Ascot Vale,3032,Major Urban locality,20,14750,42848,3.836,-37.77984,144.91646,5.5812007521282805,64.49866385786186,97.18466935282112
Moonee Ponds,3039,Major Urban locality,46,14250,44720,4.355,-37.76537,144.9197,6.611921579864752,65.75634946912733,97.08019090607654
Essendon,3040,Major Urban locality,54,20596,44668,6.159,-37.74923,144.91226,8.470804591667376,66.45622459143797,96.04622878842902
Strathmore,3041,Major Urban locality,68,8419,43056,3.453,-37.73017,144.91823,10.118018335341702,68.28136156153542,96.13354173194506
Essendon North,3041,Major Urban locality,67,2987,43004,0.732,-37.73953,144.90134,9.896351491241486,66.48714222059375,94.88249356497305
Aberfeldie,3040,Major Urban locality,29,3897,45604,1.552,-37.75987,144.89813,8.290028950044437,64.7411991808328,95.0945697376144
Niddrie,3042,Major Urban locality,45,5479,40300,1.777,-37.73971,144.88263,10.86891796332942,65.2898399957948,93.27662916043688
Airport West,3042,Major Urban locality,77,7564,35516,3.675,-37.72265,144.87818,12.600146142660936,66.35999734369945,92.51653336184354
Strathmore Heights,3041,Major Urban locality,74,1004,38844,0.691,-37.71392,144.89651,12.56988511712783,68.18081992925649,93.92471599484708
Avondale Heights,3034,Major Urban locality,45,11633,27352,5.409,-37.76295,144.8649,10.321637513024053,62.37146435947974,92.33326939269811
Essendon West,3040,Major Urban locality,36,1439,37960,1.026,-37.75489,144.88375,9.57625255080024,64.18979945886694,93.73794412045314
Essendon Fields,3041,Major Urban locality,87,0,0,3.355,-37.72436,144.90355,11.254219371050818,67.79842296115082,94.74390254820314
Bacchus Marsh,3340,Urban locality,102,6394,30524,10.949,-37.67833,144.44715,47.79917694690717,53.13522775535488,54.4063042081354
Darley,3340,Urban locality,161,8372,34944,26.945,-37.63646,144.42412,51.34160470992707,57.47224802543936,51.49156823982247
Maddingley,3340,Urban locality,152,3453,35880,25.563,-37.70107,144.4165,49.65760636176191,50.25835087983503,52.47747695432576
Merrimu,3340,Rural locality,181,374,38272,18.433,-37.65744,144.47464,46.33947348244385,55.85121066743387,56.27797866214152
Long Forest,3340,Rural locality,171,361,35464,10.882,-37.65803,144.50578,43.78759681863339,56.386108409847154,58.98466445616439
Coimadai,3340,Rural locality,224,416,41236,71.653,-37.59037,144.48819,48.61359692221568,63.39920815448819,56.55772233276026
Myrniong,3341,Urban locality,491,404,35516,63.051,-37.59201,144.36364,58.22110732542206,62.05720748566881,45.61747203793629
Hopetoun Park,3340,Urban locality,143,798,36608,7.424,-37.69419,144.50133,42.71850499719015,52.39313641331862,59.45880237034869
Rowsley,3340,Rural locality,188,192,32188,42.646,-37.71786,144.36829,53.35780885243649,48.0785412053885,49.06822245979661
Balliang East,3340,Rural locality,120,147,42484,44.217,-37.81865,144.43147,46.69335548760374,37.52990924787521,58.84070953783635
Lerderderg,3458,Rural locality,475,0,0,142.874,-37.51714,144.37593,61.317503292070725,70.40765587263763,46.84464904441626
Greendale,3341,Rural locality,602,602,33280,52.345,-37.53556,144.31789,64.66905576673595,68.3807648854442,41.56459869371955
Blackwood,3458,Rural locality,631,295,35620,65.386,-37.48881,144.31509,67.53583297476845,73.5848914413512,42.00605729677287
Barrys Reef,3458,Rural locality,661,36,29900,7.945,-37.45546,144.31223,69.80888552597366,77.30058158306664,42.63415620148698
Gordon,3345,Urban locality,620,1151,32136,46.106,-37.57075,144.10719,80.01201720793296,67.84519852854362,22.91537792413565
Ballan,3342,Rural locality,508,2985,30316,147.389,-37.60383,144.21976,69.43323888600798,61.79775505634567,33.1499288913131
Beremboke,3342,Rural locality,390,149,43940,32.74,-37.78785,144.22633,64.78903478857531,41.70294870016374,41.81905756105831
Bungal,3334,Rural locality,427,43,38636,49.472,-37.70373,144.12955,74.2873212797566,53.25694035986837,29.48507879495952
Morrisons,3334,Rural locality,389,128,29692,68.582,-37.75672,144.12762,73.68758686610646,47.880508593940064,32.901180255996024
Ingliston,3342,Rural locality,412,50,31824,42.211,-37.66001,144.31835,59.217450507035245,54.55511742087592,42.91644337123428
Korweinguboora,3461,Rural locality,677,168,23660,31.316,-37.44145,144.14229,83.30597512771969,80.87331980901718,29.197284368579552
Spargo Creek,3461,Rural locality,645,36,32968,12.642,-37.48976,144.14356,80.64832051227485,75.62151884301906,27.27850323409457
Bunding,3342,Rural locality,604,55,34424,22.864,-37.5381,144.17123,76.13653048145805,69.82745065869054,28.65122860294676
Colbrook,3342,Rural locality,622,29,45032,18.797,-37.53334,144.22257,72.2531956935404,69.47647343745356,33.2076175307903
Mount Egerton,3352,Urban locality,469,582,34008,55.926,-37.655,144.11912,76.2867218687606,58.65077139706891,26.117622855758945
Fiskville,3342,Rural locality,439,19,16900,28.406,-37.68232,144.22795,66.2654119011057,53.09433022134812,36.12794185341279
Mount Wallace,3342,Rural locality,418,113,30576,68.512,-37.73411,144.20939,66.82920463043429,47.860453550239406,37.23437189647098
Dales Creek,3341,Urban locality,620,398,36244,2.079,-37.52186,144.30316,66.54505929534145,69.96699806507927,40.40764226091062
Bolwarrah,3352,Rural locality,658,25,28600,21.446,-37.50896,144.11105,82.30701862537386,74.30542606119168,23.94380976671394
Dunnstown,3352,Rural locality,520,244,31616,23.074,-37.59274,143.97052,90.71397254719764,70.34972088916854,11.407044249128036
Millbrook,3352,Rural locality,519,156,30940,39.3,-37.61177,144.04558,83.77459025457819,65.54113565890948,18.349781245238933
Springbank,3352,Rural locality,614,111,28132,24.501,-37.51831,144.06604,85.5228261018151,74.536042340882,19.840350546031903
Pootilla,3352,Rural locality,582,75,32448,13.249,-37.52516,143.95822,94.08768213372252,77.53056798646703,10.53688753854436
Navigators,3352,Rural locality,506,253,31720,21.265,-37.60905,143.93929,92.89038049166408,70.12459154569785,9.703844004355876
